,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
617,22012,1610612756,PHX,Phoenix Suns,0021201227,2013-04-17,PHX @ DEN,L,240,98,40,104,0.385,7,25,0.28,11,17,0.647,20,27,47,29,8,5,12,18,-20.0
618,22012,1610612756,PHX,Phoenix Suns,0021201211,2013-04-15,PHX vs. HOU,W,242,119,47,95,0.495,7,23,0.304,18,23,0.783,11,33,44,29,11,9,11,19,7.0
619,22012,1610612756,PHX,Phoenix Suns,0021201193,2013-04-13,PHX @ MIN,L,240,93,37,73,0.507,9,20,0.45,10,14,0.714,5,29,34,28,10,3,27,22,-12.0
620,22012,1610612756,PHX,Phoenix Suns,0021201169,2013-04-10,PHX @ DAL,W,239,102,37,89,0.416,12,27,0.444,16,17,0.941,12,36,48,25,7,11,10,17,11.0
621,22012,1610612756,PHX,Phoenix Suns,0021201160,2013-04-09,PHX @ HOU,L,239,98,38,86,0.442,7,12,0.583,15,19,0.789,11,30,41,24,9,5,19,20,-3.0
622,22012,1610612756,PHX,Phoenix Suns,0021201152,2013-04-07,PHX vs. NOH,L,240,92,34,80,0.425,7,21,0.333,17,19,0.895,9,29,38,20,8,4,16,24,-3.0
623,22012,1610612756,PHX,Phoenix Suns,0021201134,2013-04-05,PHX vs. GSW,L,241,107,44,72,0.611,5,14,0.357,14,17,0.824,7,29,36,19,6,5,22,17,-4.0
624,22012,1610612756,PHX,Phoenix Suns,0021201121,2013-04-03,PHX @ LAC,L,241,101,35,77,0.455,7,17,0.412,24,25,0.96,11,30,41,23,3,3,19,16,-25.0
625,22012,1610612756,PHX,Phoenix Suns,0021201092,2013-03-30,PHX vs. IND,L,239,104,40,82,0.488,6,12,0.5,18,19,0.947,9,26,35,30,8,3,16,30,-8.0
626,22012,1610612756,PHX,Phoenix Suns,0021201073,2013-03-28,PHX vs. SAC,L,240,103,42,94,0.447,7,20,0.35,12,23,0.522,14,23,37,29,11,6,9,18,-14.0
627,22012,1610612756,PHX,Phoenix Suns,0021201068,2013-03-27,PHX @ UTA,L,239,88,34,76,0.447,6,16,0.375,14,19,0.737,8,28,36,27,7,4,17,18,-15.0
628,22012,1610612756,PHX,Phoenix Suns,0021201046,2013-03-24,PHX vs. BKN,L,239,100,41,99,0.414,6,21,0.286,12,17,0.706,25,23,48,22,5,8,10,23,-2.0
629,22012,1610612756,PHX,Phoenix Suns,0021201031,2013-03-22,PHX vs. MIN,L,239,86,36,95,0.379,4,22,0.182,10,21,0.476,17,31,48,24,9,2,16,29,-31.0
630,22012,1610612756,PHX,Phoenix Suns,0021201017,2013-03-20,PHX vs. WAS,L,240,79,28,83,0.337,3,15,0.2,20,22,0.909,13,27,40,17,11,2,13,17,-9.0
631,22012,1610612756,PHX,Phoenix Suns,0021201002,2013-03-18,PHX vs. LAL,W,240,99,42,87,0.483,8,20,0.4,7,15,0.467,14,41,55,21,10,7,16,16,23.0
632,22012,1610612756,PHX,Phoenix Suns,0021200979,2013-03-16,PHX @ WAS,L,242,105,42,88,0.477,6,21,0.286,15,20,0.75,17,31,48,19,5,4,14,15,-22.0
633,22012,1610612756,PHX,Phoenix Suns,0021200972,2013-03-15,PHX @ ATL,L,239,94,35,79,0.443,3,19,0.158,21,31,0.677,11,35,46,20,10,2,24,24,-13.0
634,22012,1610612756,PHX,Phoenix Suns,0021200961,2013-03-13,PHX @ HOU,L,240,81,34,81,0.42,6,21,0.286,7,10,0.7,5,24,29,20,13,7,20,20,-30.0
635,22012,1610612756,PHX,Phoenix Suns,0021200946,2013-03-11,PHX vs. DEN,L,241,93,35,84,0.417,6,20,0.3,17,22,0.773,12,31,43,25,11,5,18,21,-15.0
636,22012,1610612756,PHX,Phoenix Suns,0021200932,2013-03-09,PHX vs. HOU,W,239,107,37,82,0.451,8,18,0.444,25,39,0.641,17,30,47,18,13,4,16,20,2.0
637,22012,1610612756,PHX,Phoenix Suns,0021200924,2013-03-08,PHX @ SAC,L,240,112,43,90,0.478,7,23,0.304,19,23,0.826,12,26,38,33,9,6,13,17,-9.0
638,22012,1610612756,PHX,Phoenix Suns,0021200910,2013-03-06,PHX vs. TOR,L,240,71,28,74,0.378,7,23,0.304,8,15,0.533,11,29,40,21,11,3,28,18,-27.0
639,22012,1610612756,PHX,Phoenix Suns,0021200874,2013-03-01,PHX vs. ATL,W,241,92,36,81,0.444,10,22,0.455,10,12,0.833,7,31,38,16,9,3,17,17,5.0
640,22012,1610612756,PHX,Phoenix Suns,0021200858,2013-02-27,PHX @ SAS,W,266,105,44,95,0.463,3,12,0.25,14,21,0.667,16,33,49,26,6,4,15,29,4.0
641,22012,1610612756,PHX,Phoenix Suns,0021200849,2013-02-26,PHX vs. MIN,W,266,84,37,91,0.407,5,13,0.385,5,14,0.357,16,40,56,23,5,11,20,26,1.0
642,22012,1610612756,PHX,Phoenix Suns,0021200836,2013-02-24,PHX vs. SAS,L,240,87,30,81,0.37,3,9,0.333,24,33,0.727,13,34,47,24,11,8,20,27,-10.0
643,22012,1610612756,PHX,Phoenix Suns,0021200820,2013-02-22,PHX vs. BOS,L,242,88,35,84,0.417,4,19,0.211,14,23,0.609,12,28,40,26,8,3,13,19,-25.0
644,22012,1610612756,PHX,Phoenix Suns,0021200808,2013-02-20,PHX @ GSW,L,239,98,40,84,0.476,9,17,0.529,9,14,0.643,11,30,41,28,7,8,14,18,-10.0
645,22012,1610612756,PHX,Phoenix Suns,0021200797,2013-02-19,PHX @ POR,W,239,102,41,82,0.5,3,13,0.231,17,20,0.85,14,37,51,30,8,2,17,28,4.0
646,22012,1610612756,PHX,Phoenix Suns,0021200773,2013-02-12,PHX @ LAL,L,240,85,35,85,0.412,3,13,0.231,12,17,0.706,12,36,48,27,10,8,19,21,-6.0
647,22012,1610612756,PHX,Phoenix Suns,0021200759,2013-02-10,PHX vs. OKC,L,240,69,30,91,0.33,4,14,0.286,5,5,1.0,17,36,53,18,6,8,22,22,-28.0
648,22012,1610612756,PHX,Phoenix Suns,0021200744,2013-02-08,PHX @ OKC,L,239,96,39,83,0.47,7,18,0.389,11,15,0.733,11,28,39,18,4,4,16,18,-31.0
649,22012,1610612756,PHX,Phoenix Suns,0021200728,2013-02-06,PHX @ NOH,L,239,84,35,78,0.449,1,15,0.067,13,15,0.867,11,29,40,19,4,4,16,17,-9.0
650,22012,1610612756,PHX,Phoenix Suns,0021200717,2013-02-05,PHX @ MEM,W,241,96,37,73,0.507,4,10,0.4,18,22,0.818,11,29,40,19,9,2,21,23,6.0
651,22012,1610612756,PHX,Phoenix Suns,0021200704,2013-02-02,PHX @ GSW,L,239,93,35,86,0.407,5,15,0.333,18,24,0.75,15,33,48,22,7,1,12,21,-20.0
652,22012,1610612756,PHX,Phoenix Suns,0021200694,2013-02-01,PHX vs. DAL,L,240,99,38,89,0.427,4,15,0.267,19,25,0.76,12,34,46,20,9,7,13,21,-10.0
653,22012,1610612756,PHX,Phoenix Suns,0021200681,2013-01-30,PHX vs. LAL,W,239,92,38,83,0.458,3,12,0.25,13,15,0.867,7,29,36,21,11,2,11,20,6.0
654,22012,1610612756,PHX,Phoenix Suns,0021200657,2013-01-27,PHX @ DAL,L,241,95,34,77,0.442,4,17,0.235,23,28,0.821,8,30,38,22,7,6,17,15,-15.0
655,22012,1610612756,PHX,Phoenix Suns,0021200648,2013-01-26,PHX @ SAS,L,242,99,41,81,0.506,6,12,0.5,11,14,0.786,9,35,44,30,4,0,15,19,-9.0
656,22012,1610612756,PHX,Phoenix Suns,0021200631,2013-01-24,PHX vs. LAC,W,241,93,30,71,0.423,5,16,0.313,28,37,0.757,8,35,43,18,7,4,14,23,5.0
657,22012,1610612756,PHX,Phoenix Suns,0021200626,2013-01-23,PHX @ SAC,W,240,106,43,90,0.478,6,19,0.316,14,16,0.875,10,20,30,30,14,4,11,22,10.0
658,22012,1610612756,PHX,Phoenix Suns,0021200582,2013-01-17,PHX vs. MIL,L,240,94,34,89,0.382,4,14,0.286,22,29,0.759,10,34,44,20,13,4,17,22,-4.0
659,22012,1610612756,PHX,Phoenix Suns,0021200562,2013-01-14,PHX vs. OKC,L,240,90,35,84,0.417,9,25,0.36,11,18,0.611,14,34,48,18,3,7,14,20,-12.0
660,22012,1610612756,PHX,Phoenix Suns,0021200546,2013-01-12,PHX @ CHI,W,240,97,36,73,0.493,6,14,0.429,19,25,0.76,9,37,46,23,5,11,17,20,16.0
661,22012,1610612756,PHX,Phoenix Suns,0021200532,2013-01-11,PHX @ BKN,L,241,79,31,79,0.392,7,14,0.5,10,16,0.625,13,26,39,20,5,5,18,30,-20.0
662,22012,1610612756,PHX,Phoenix Suns,0021200519,2013-01-09,PHX @ BOS,L,240,79,33,84,0.393,2,12,0.167,11,18,0.611,19,28,47,21,5,5,16,18,-8.0
663,22012,1610612756,PHX,Phoenix Suns,0021200513,2013-01-08,PHX @ MIL,L,240,99,37,90,0.411,4,20,0.2,21,26,0.808,16,34,50,21,6,5,16,22,-9.0
664,22012,1610612756,PHX,Phoenix Suns,0021200502,2013-01-06,PHX vs. MEM,L,240,81,31,79,0.392,5,14,0.357,14,18,0.778,11,21,32,18,10,5,14,21,-11.0
665,22012,1610612756,PHX,Phoenix Suns,0021200487,2013-01-04,PHX vs. UTA,L,239,80,34,75,0.453,4,15,0.267,8,11,0.727,7,33,40,23,5,10,20,18,-7.0
666,22012,1610612756,PHX,Phoenix Suns,0021200474,2013-01-02,PHX vs. PHI,W,240,95,39,85,0.459,3,13,0.231,14,20,0.7,12,33,45,24,11,7,13,16,6.0
667,22012,1610612756,PHX,Phoenix Suns,0021200456,2012-12-31,PHX @ OKC,L,239,96,37,78,0.474,8,24,0.333,14,17,0.824,10,31,41,19,3,3,13,20,-18.0
668,22012,1610612756,PHX,Phoenix Suns,0021200444,2012-12-29,PHX @ MIN,L,241,107,45,97,0.464,2,17,0.118,15,24,0.625,11,35,46,29,7,5,4,23,-4.0
669,22012,1610612756,PHX,Phoenix Suns,0021200426,2012-12-28,PHX @ IND,L,240,91,38,82,0.463,2,14,0.143,13,16,0.813,10,27,37,20,5,2,11,26,-6.0
670,22012,1610612756,PHX,Phoenix Suns,0021200421,2012-12-26,PHX vs. NYK,L,240,97,38,83,0.458,8,21,0.381,13,16,0.813,5,33,38,21,7,5,13,12,-2.0
671,22012,1610612756,PHX,Phoenix Suns,0021200403,2012-12-23,PHX vs. LAC,L,241,77,29,80,0.363,3,17,0.176,16,24,0.667,12,29,41,18,10,2,14,21,-26.0
672,22012,1610612756,PHX,Phoenix Suns,0021200397,2012-12-22,PHX @ POR,L,239,93,40,89,0.449,5,19,0.263,8,11,0.727,11,21,32,26,12,1,10,18,-3.0
673,22012,1610612756,PHX,Phoenix Suns,0021200373,2012-12-19,PHX vs. CHA,W,240,121,47,85,0.553,17,28,0.607,10,11,0.909,10,23,33,31,7,6,11,22,17.0
674,22012,1610612756,PHX,Phoenix Suns,0021200355,2012-12-17,PHX vs. SAC,W,240,101,41,85,0.482,8,22,0.364,11,15,0.733,7,31,38,29,5,10,7,17,11.0
675,22012,1610612756,PHX,Phoenix Suns,0021200334,2012-12-14,PHX vs. UTA,W,242,99,38,83,0.458,6,13,0.462,17,22,0.773,12,31,43,23,9,9,12,16,15.0
676,22012,1610612756,PHX,Phoenix Suns,0021200320,2012-12-12,PHX vs. MEM,W,240,82,34,89,0.382,5,22,0.227,9,11,0.818,19,25,44,20,9,7,11,13,2.0
677,22012,1610612756,PHX,Phoenix Suns,0021200296,2012-12-09,PHX vs. ORL,L,240,90,36,78,0.462,5,20,0.25,13,18,0.722,5,24,29,22,4,3,12,19,-8.0
678,22012,1610612756,PHX,Phoenix Suns,0021200282,2012-12-08,PHX @ LAC,L,240,99,36,78,0.462,9,24,0.375,18,20,0.9,9,28,37,24,6,6,20,22,-18.0
679,22012,1610612756,PHX,Phoenix Suns,0021200269,2012-12-06,PHX vs. DAL,L,241,94,34,85,0.4,8,21,0.381,18,25,0.72,13,29,42,19,11,4,12,20,-3.0
680,22012,1610612756,PHX,Phoenix Suns,0021200255,2012-12-04,PHX @ MEM,L,265,98,38,82,0.463,6,14,0.429,16,22,0.727,9,23,32,22,12,5,16,26,-10.0
681,22012,1610612756,PHX,Phoenix Suns,0021200243,2012-12-02,PHX @ NYK,L,239,99,39,80,0.488,8,23,0.348,13,19,0.684,11,34,45,21,5,0,17,23,-9.0
682,22012,1610612756,PHX,Phoenix Suns,0021200222,2012-11-30,PHX @ TOR,L,239,97,37,77,0.481,6,16,0.375,17,19,0.895,4,30,34,28,6,8,14,20,-4.0
683,22012,1610612756,PHX,Phoenix Suns,0021200213,2012-11-28,PHX @ DET,L,239,77,28,82,0.341,6,21,0.286,15,20,0.75,13,26,39,11,7,5,19,23,-40.0
684,22012,1610612756,PHX,Phoenix Suns,0021200205,2012-11-27,PHX @ CLE,W,242,91,37,79,0.468,6,17,0.353,11,18,0.611,7,32,39,22,10,8,15,19,13.0
685,22012,1610612756,PHX,Phoenix Suns,0021200194,2012-11-25,PHX @ PHI,L,240,101,39,83,0.47,4,11,0.364,19,20,0.95,9,32,41,24,3,5,12,23,-3.0
686,22012,1610612756,PHX,Phoenix Suns,0021200181,2012-11-23,PHX vs. NOH,W,266,111,44,90,0.489,11,25,0.44,12,19,0.632,10,25,35,28,10,5,10,19,3.0
687,22012,1610612756,PHX,Phoenix Suns,0021200168,2012-11-21,PHX vs. POR,W,241,114,46,77,0.597,7,17,0.412,15,18,0.833,7,28,35,22,12,3,13,18,27.0
688,22012,1610612756,PHX,Phoenix Suns,0021200138,2012-11-17,PHX vs. MIA,L,242,88,34,79,0.43,5,18,0.278,15,21,0.714,9,29,38,16,13,3,16,18,-9.0
689,22012,1610612756,PHX,Phoenix Suns,0021200130,2012-11-16,PHX @ LAL,L,241,102,45,92,0.489,5,14,0.357,7,15,0.467,12,26,38,27,8,8,15,25,-12.0
690,22012,1610612756,PHX,Phoenix Suns,0021200116,2012-11-14,PHX vs. CHI,L,265,106,42,105,0.4,6,21,0.286,16,17,0.941,20,31,51,19,6,6,12,27,-6.0
691,22012,1610612756,PHX,Phoenix Suns,0021200101,2012-11-12,PHX vs. DEN,W,239,110,43,94,0.457,7,12,0.583,17,21,0.81,15,25,40,29,6,4,6,19,10.0
692,22012,1610612756,PHX,Phoenix Suns,0021200087,2012-11-10,PHX @ UTA,L,242,81,32,87,0.368,4,16,0.25,13,17,0.765,10,27,37,15,12,4,10,25,-13.0
693,22012,1610612756,PHX,Phoenix Suns,0021200077,2012-11-09,PHX vs. CLE,W,239,107,38,81,0.469,6,17,0.353,25,33,0.758,12,30,42,21,12,6,17,19,2.0
694,22012,1610612756,PHX,Phoenix Suns,0021200053,2012-11-07,PHX @ CHA,W,239,117,43,93,0.462,12,27,0.444,19,28,0.679,22,28,50,29,8,11,12,24,7.0
695,22012,1610612756,PHX,Phoenix Suns,0021200044,2012-11-05,PHX @ MIA,L,240,99,35,88,0.398,7,21,0.333,22,29,0.759,10,28,38,22,11,7,11,19,-25.0
696,22012,1610612756,PHX,Phoenix Suns,0021200039,2012-11-04,PHX @ ORL,L,240,94,39,91,0.429,5,19,0.263,11,18,0.611,17,28,45,19,3,10,16,17,-21.0
697,22012,1610612756,PHX,Phoenix Suns,0021200024,2012-11-02,PHX vs. DET,W,240,92,40,92,0.435,2,11,0.182,10,14,0.714,15,37,52,15,6,5,12,20,3.0
698,22012,1610612756,PHX,Phoenix Suns,0021200010,2012-10-31,PHX vs. GSW,L,240,85,32,80,0.4,4,21,0.19,17,22,0.773,11,33,44,16,10,12,18,23,-2.0
699,12012,1610612756,PHX,Phoenix Suns,0011200117,2012-10-26,PHX vs. DEN,W,240,88,36,87,0.414,9,23,0.391,7,15,0.467,8,33,41,23,9,10,15,18,16.0
700,12012,1610612756,PHX,Phoenix Suns,0011200098,2012-10-23,PHX @ GSW,L,241,92,39,85,0.459,7,22,0.318,7,14,0.5,11,28,39,27,6,3,17,24,-15.0
701,12012,1610612756,PHX,Phoenix Suns,0011200090,2012-10-22,PHX vs. SAC,W,239,103,37,85,0.435,7,18,0.389,22,29,0.759,18,40,58,23,9,12,22,20,15.0
702,12012,1610612756,PHX,Phoenix Suns,0011200074,2012-10-19,PHX @ OKC,L,240,97,39,79,0.494,5,10,0.5,14,17,0.824,11,27,38,19,8,4,17,20,-10.0
703,12012,1610612756,PHX,Phoenix Suns,0011200065,2012-10-17,PHX @ DAL,W,239,100,38,86,0.442,5,15,0.333,19,22,0.864,13,32,45,25,14,5,19,19,6.0
704,12012,1610612756,PHX,Phoenix Suns,0011200035,2012-10-12,PHX vs. POR,W,240,104,42,82,0.512,10,20,0.5,10,16,0.625,9,34,43,30,8,4,18,21,11.0
705,12012,1610612756,PHX,Phoenix Suns,0011200021,2012-10-10,PHX @ SAC,L,242,96,36,87,0.414,7,22,0.318,17,26,0.654,16,31,47,24,6,6,17,21,-6.0
706,22012,1610612756,PHX,Phoenix Suns,1521200056,2012-07-21,PHX vs. MEM,W,201,96,37,69,0.536,8,19,0.421,14,19,0.737,7,27,34,17,4,2,15,15,9.0
707,22012,1610612756,PHX,Phoenix Suns,1521200049,2012-07-20,PHX vs. DLS,L,200,75,29,78,0.372,6,21,0.286,11,13,0.846,15,17,32,11,6,2,9,28,-14.0
708,22012,1610612756,PHX,Phoenix Suns,1521200034,2012-07-18,PHX vs. NOH,L,202,61,22,66,0.333,6,21,0.286,11,17,0.647,7,21,28,11,5,3,13,25,-17.0
709,22012,1610612756,PHX,Phoenix Suns,1521200027,2012-07-17,PHX vs. CLE,L,200,74,26,67,0.388,5,17,0.294,17,23,0.739,13,29,42,12,3,8,15,23,-15.0
710,22012,1610612756,PHX,Phoenix Suns,1521200009,2012-07-15,PHX vs. NYK,W,199,99,40,76,0.526,10,21,0.476,9,14,0.643,12,27,39,16,6,4,11,15,25.0
711,22011,1610612756,PHX,Phoenix Suns,0021100977,2012-04-25,PHX vs. SAS,L,240,106,45,94,0.479,5,13,0.385,11,13,0.846,12,31,43,19,5,8,13,16,-4.0
712,22011,1610612756,PHX,Phoenix Suns,0021100969,2012-04-24,PHX @ UTA,L,241,88,34,84,0.405,5,23,0.217,15,23,0.652,6,36,42,18,5,3,15,22,-12.0
713,22011,1610612756,PHX,Phoenix Suns,0021100943,2012-04-21,PHX vs. DEN,L,240,107,44,95,0.463,11,26,0.423,8,11,0.727,18,27,45,24,8,7,17,14,-11.0
714,22011,1610612756,PHX,Phoenix Suns,0021100936,2012-04-19,PHX vs. LAC,W,242,93,33,74,0.446,9,24,0.375,18,24,0.75,11,30,41,22,4,1,15,15,3.0
715,22011,1610612756,PHX,Phoenix Suns,0021100928,2012-04-18,PHX vs. OKC,L,239,97,34,83,0.41,6,20,0.3,23,32,0.719,12,31,43,18,3,4,14,21,-12.0
716,22011,1610612756,PHX,Phoenix Suns,0021100910,2012-04-16,PHX vs. POR,W,240,125,51,85,0.6,7,15,0.467,16,19,0.842,9,32,41,29,4,8,10,20,18.0
717,22011,1610612756,PHX,Phoenix Suns,0021100892,2012-04-14,PHX @ SAS,L,239,91,38,96,0.396,2,16,0.125,13,18,0.722,18,26,44,15,10,6,12,18,-14.0
718,22011,1610612756,PHX,Phoenix Suns,0021100882,2012-04-13,PHX @ HOU,W,239,112,38,77,0.494,8,18,0.444,28,33,0.848,8,36,44,22,5,3,13,26,7.0
719,22011,1610612756,PHX,Phoenix Suns,0021100862,2012-04-11,PHX @ MEM,L,240,93,38,79,0.481,7,24,0.292,10,14,0.714,12,19,31,24,8,3,12,17,-11.0
720,22011,1610612756,PHX,Phoenix Suns,0021100848,2012-04-09,PHX @ MIN,W,240,114,47,82,0.573,7,20,0.35,13,16,0.813,5,35,40,27,4,7,17,19,24.0
721,22011,1610612756,PHX,Phoenix Suns,0021100832,2012-04-07,PHX vs. LAL,W,240,125,47,94,0.5,14,29,0.483,17,21,0.81,9,27,36,26,6,11,3,15,20.0
722,22011,1610612756,PHX,Phoenix Suns,0021100823,2012-04-06,PHX @ DEN,L,241,99,34,82,0.415,8,22,0.364,23,29,0.793,16,38,54,21,2,7,16,23,-6.0
723,22011,1610612756,PHX,Phoenix Suns,0021100808,2012-04-04,PHX @ UTA,W,240,107,41,91,0.451,13,31,0.419,12,22,0.545,14,28,42,24,10,7,11,18,2.0
724,22011,1610612756,PHX,Phoenix Suns,0021100797,2012-04-03,PHX @ SAC,W,241,109,40,90,0.444,5,22,0.227,24,28,0.857,13,34,47,23,5,9,13,23,9.0
725,22011,1610612756,PHX,Phoenix Suns,0021100782,2012-04-01,PHX vs. NOH,W,240,92,35,71,0.493,3,15,0.2,19,21,0.905,9,34,43,21,6,4,19,15,17.0
726,22011,1610612756,PHX,Phoenix Suns,0021100751,2012-03-28,PHX @ LAC,L,240,86,30,80,0.375,5,26,0.192,21,32,0.656,12,28,40,26,2,3,10,22,-17.0
727,22011,1610612756,PHX,Phoenix Suns,0021100740,2012-03-27,PHX vs. SAS,L,240,100,41,87,0.471,7,19,0.368,11,12,0.917,8,30,38,14,3,4,8,15,-7.0
728,22011,1610612756,PHX,Phoenix Suns,0021100719,2012-03-25,PHX @ CLE,W,240,108,42,82,0.512,6,17,0.353,18,26,0.692,13,26,39,31,11,6,11,21,25.0
729,22011,1610612756,PHX,Phoenix Suns,0021100702,2012-03-23,PHX @ IND,W,239,113,41,84,0.488,5,17,0.294,26,37,0.703,14,23,37,22,6,2,10,20,2.0
730,22011,1610612756,PHX,Phoenix Suns,0021100685,2012-03-21,PHX @ ORL,L,240,93,38,79,0.481,4,12,0.333,13,19,0.684,11,29,40,16,10,3,17,19,-10.0
731,22011,1610612756,PHX,Phoenix Suns,0021100678,2012-03-20,PHX @ MIA,L,239,95,36,80,0.45,6,15,0.4,17,24,0.708,14,27,41,21,6,8,19,25,-4.0
732,22011,1610612756,PHX,Phoenix Suns,0021100667,2012-03-18,PHX vs. HOU,W,240,99,40,85,0.471,7,20,0.35,12,19,0.632,10,29,39,25,9,6,9,18,13.0
733,22011,1610612756,PHX,Phoenix Suns,0021100650,2012-03-16,PHX vs. DET,W,239,109,41,83,0.494,10,20,0.5,17,22,0.773,14,26,40,32,6,6,13,16,8.0
734,22011,1610612756,PHX,Phoenix Suns,0021100642,2012-03-15,PHX @ LAC,W,240,91,32,78,0.41,9,24,0.375,18,23,0.783,10,27,37,19,7,6,9,12,4.0
735,22011,1610612756,PHX,Phoenix Suns,0021100635,2012-03-14,PHX vs. UTA,W,240,120,44,78,0.564,9,19,0.474,23,32,0.719,3,31,34,29,8,6,12,14,9.0
736,22011,1610612756,PHX,Phoenix Suns,0021100616,2012-03-12,PHX vs. MIN,L,240,124,46,89,0.517,9,21,0.429,23,29,0.793,10,27,37,24,7,7,7,19,-3.0
737,22011,1610612756,PHX,Phoenix Suns,0021100601,2012-03-10,PHX vs. MEM,W,239,98,41,86,0.477,4,11,0.364,12,15,0.8,16,36,52,24,4,6,16,15,7.0
738,22011,1610612756,PHX,Phoenix Suns,0021100583,2012-03-08,PHX vs. DAL,W,239,96,37,76,0.487,3,14,0.214,19,27,0.704,8,34,42,23,5,6,10,14,2.0
739,22011,1610612756,PHX,Phoenix Suns,0021100576,2012-03-07,PHX @ OKC,L,240,104,38,84,0.452,3,19,0.158,25,34,0.735,16,32,48,28,4,7,18,23,-11.0
740,22011,1610612756,PHX,Phoenix Suns,0021100552,2012-03-04,PHX vs. SAC,W,239,96,40,88,0.455,5,12,0.417,11,16,0.688,14,39,53,17,3,9,15,16,8.0
741,22011,1610612756,PHX,Phoenix Suns,0021100537,2012-03-02,PHX vs. LAC,W,240,81,28,80,0.35,7,21,0.333,18,29,0.621,15,37,52,19,2,8,12,14,3.0
742,22011,1610612756,PHX,Phoenix Suns,0021100525,2012-03-01,PHX vs. MIN,W,240,104,42,79,0.532,3,8,0.375,17,21,0.81,11,33,44,27,6,7,16,27,9.0
743,22011,1610612756,PHX,Phoenix Suns,0021100496,2012-02-22,PHX vs. GSW,L,240,104,43,90,0.478,4,19,0.211,14,20,0.7,20,31,51,23,5,4,10,17,-2.0
744,22011,1610612756,PHX,Phoenix Suns,0021100478,2012-02-20,PHX vs. WAS,W,240,104,37,79,0.468,7,21,0.333,23,29,0.793,8,35,43,20,8,5,13,17,16.0
745,22011,1610612756,PHX,Phoenix Suns,0021100469,2012-02-19,PHX vs. LAL,W,241,102,34,80,0.425,7,20,0.35,27,32,0.844,10,31,41,25,10,6,11,21,12.0
746,22011,1610612756,PHX,Phoenix Suns,0021100455,2012-02-17,PHX @ LAL,L,240,99,41,90,0.456,8,26,0.308,9,13,0.692,6,30,36,32,13,5,17,23,-12.0
747,22011,1610612756,PHX,Phoenix Suns,0021100439,2012-02-15,PHX vs. ATL,L,241,99,37,69,0.536,6,17,0.353,19,27,0.704,5,33,38,23,9,6,20,17,-2.0
748,22011,1610612756,PHX,Phoenix Suns,0021100426,2012-02-14,PHX @ DEN,L,240,92,33,99,0.333,9,24,0.375,17,19,0.895,18,28,46,20,14,6,20,26,-17.0
749,22011,1610612756,PHX,Phoenix Suns,0021100419,2012-02-13,PHX @ GSW,L,240,96,38,82,0.463,5,25,0.2,15,19,0.789,11,31,42,29,5,5,14,19,-6.0
750,22011,1610612756,PHX,Phoenix Suns,0021100407,2012-02-11,PHX @ SAC,W,240,98,39,78,0.5,8,23,0.348,12,15,0.8,7,31,38,27,7,11,15,20,14.0
751,22011,1610612756,PHX,Phoenix Suns,0021100386,2012-02-09,PHX vs. HOU,L,241,89,35,74,0.473,9,27,0.333,10,16,0.625,5,26,31,25,6,3,13,13,-7.0
752,22011,1610612756,PHX,Phoenix Suns,0021100370,2012-02-07,PHX @ MIL,W,239,107,45,94,0.479,9,25,0.36,8,8,1.0,16,29,45,28,6,4,12,16,2.0
753,22011,1610612756,PHX,Phoenix Suns,0021100362,2012-02-06,PHX @ ATL,W,240,99,41,79,0.519,11,24,0.458,6,7,0.857,10,35,45,24,2,8,15,16,9.0
754,22011,1610612756,PHX,Phoenix Suns,0021100352,2012-02-04,PHX vs. CHA,W,240,95,34,85,0.4,10,22,0.455,17,24,0.708,13,34,47,21,5,5,7,14,6.0
755,22011,1610612756,PHX,Phoenix Suns,0021100338,2012-02-03,PHX @ HOU,L,241,81,34,83,0.41,4,19,0.211,9,14,0.643,9,30,39,20,11,6,16,15,-18.0
756,22011,1610612756,PHX,Phoenix Suns,0021100320,2012-02-01,PHX @ NOH,W,239,120,41,78,0.526,6,15,0.4,32,39,0.821,7,28,35,22,9,6,8,16,17.0
757,22011,1610612756,PHX,Phoenix Suns,0021100306,2012-01-30,PHX vs. DAL,L,241,99,35,80,0.438,12,21,0.571,17,20,0.85,7,26,33,21,5,8,12,19,-23.0
758,22011,1610612756,PHX,Phoenix Suns,0021100290,2012-01-28,PHX vs. MEM,W,241,86,32,88,0.364,5,18,0.278,17,24,0.708,18,28,46,16,6,3,14,19,2.0
759,22011,1610612756,PHX,Phoenix Suns,0021100283,2012-01-27,PHX @ POR,L,240,71,29,78,0.372,4,13,0.308,9,18,0.5,7,34,41,18,9,4,21,18,-38.0
760,22011,1610612756,PHX,Phoenix Suns,0021100255,2012-01-24,PHX vs. TOR,L,242,96,39,82,0.476,5,16,0.313,13,17,0.765,8,32,40,23,7,4,15,20,-3.0
761,22011,1610612756,PHX,Phoenix Suns,0021100249,2012-01-23,PHX @ DAL,L,238,87,31,83,0.373,6,20,0.3,19,22,0.864,17,35,52,22,9,4,19,19,-6.0
